ra,dec,e1,e2,w,z_src
223.830341256,1.55327346067,-0.1709,0.37,6.9201,0.13
215.518144276,-2.22014378545,-0.0115,-0.1045,4.1594,0.1
221.425698844,1.85392737712,-0.1945,-0.0448,13.9625,0.63
219.819398181,-0.353698697548,0.1405,0.402,10.697,0.39
211.26927812,-1.89120322419,-0.0101,-0.0856,14.2787,0.45
223.563835808,0.862175088889,0.2993,-0.3926,0.1504,0.32
220.298046653,-2.70928846037,0.4645,0.1337,0.4993,0.46
219.234873133,2.67512815052,-0.5365,0.2804,14.0751,0.29
221.309244943,1.51605157029,-0.19,0.0022,15.5454,0.54
221.787215166,-1.9441828824,0.0802,-0.0643,15.378,0.4
220.62286956,-1.02150536269,0.0199,-0.4814,0.9823,0.76
220.605598225,0.537384177764,0.1007,-0.3387,11.6528,0.99
224.513979268,-2.43014055378,0.1298,0.1143,1.0252,0.49
212.54373515,2.85560756047,-0.176,0.3341,4.3577,0.12
220.084414433,-0.899048743428,-0.1078,0.0804,14.5707,0.76
221.780646778,-0.146266249891,-0.1124,-0.5091,12.1939,0.36
212.506454861,0.141016064512,-0.6134,0.4356,14.6448,0.88
221.891812982,-1.28946981601,0.0035,0.0432,0.244,0.19
211.831151326,1.13150703424,-0.2717,-0.5372,6.069,1.23
218.212185041,-1.25135662721,-0.4744,-0.1979,11.8495,1.08
211.094796175,0.180913313109,-0.1177,0.0983,11.3281,0.78
222.306421968,0.355920567795,-0.1725,-0.0219,15.1081,0.38
218.802932099,-0.324519259637,-0.0096,-0.0222,15.2926,0.17
215.355308905,1.90924398565,-0.4054,0.5322,7.2961,0.64
219.807237952,1.17012351751,0.1706,0.6881,14.245,0.39
218.084543373,2.29842230556,0.3844,0.4549,14.5672,0.47
216.924069889,-2.67322701196,0.0818,0.0348,15.2479,0.68
221.013805294,2.77688031829,-0.006,0.0935,15.5142,0.24
222.780229419,-2.40716433075,0.1457,0.5463,7.0239,0.1
217.763694257,1.16836210086,-0.0379,0.5544,9.3054,0.62
221.80727196,0.558774364064,-0.3314,0.3275,15.1524,0.5
213.115230821,-1.28947421037,0.5319,-0.3378,0.3695,0.33
211.213279415,2.07862626946,-0.2295,-0.1662,4.1443,0.19
223.375221182,0.816730857584,0.1254,-0.7467,0.9133,0.8
223.251840843,1.08959801164,0.5831,0.145,12.6541,0.51
211.695918146,0.028470748554,-0.0762,0.0894,11.5628,0.87
223.890449292,-2.56521596952,-0.527,-0.1286,9.2163,0.71
219.395265259,1.35720905966,-0.4472,-0.2091,6.8464,0.9
220.339308888,0.290076715188,0.2218,0.1285,12.5892,1.0
214.047628769,-2.43904503828,-0.0844,0.1639,5.8871,0.66
211.340195994,1.05685055229,-0.2549,-0.0147,14.0397,0.23
214.724645883,-0.528544177524,0.1183,-0.0503,7.9594,0.47
221.58109936,2.61208441579,0.2388,-0.4898,13.7327,1.3
215.319511325,0.365899856969,-0.1021,-0.0068,13.9835,0.61
218.365953989,-2.17707023391,0.0623,0.3362,13.0782,0.82
211.769203187,0.420685628671,-0.6717,-0.3175,13.877,0.94
220.906111095,0.641859582481,0.0555,-0.0074,12.6276,1.09
222.114694137,2.90145015192,0.4683,0.0337,7.2388,0.14
222.929148879,-2.26128271856,-0.1842,0.2606,13.241,0.18
217.990508848,1.81479318271,0.5729,-0.1705,15.0721,0.06
216.323431573,1.18149645849,0.06,0.04,15.563,0.21
221.106422973,-0.829261711959,-0.1493,0.024,12.9938,0.55
214.963544407,-1.10658870258,0.3514,0.1301,7.5707,0.74
212.940187597,-1.81548704286,-0.0203,-0.004,15.111,0.42
216.587114661,-0.145271904152,0.1094,0.4143,11.1108,0.62
212.989458965,-0.452738643009,-0.5601,0.3457,10.0559,0.24
212.803460111,2.33370972745,-0.0701,-0.2909,0.8547,0.78
221.443742582,1.2685873705,0.0483,-0.2302,6.2856,0.46
221.823094754,-1.43639083262,-0.2621,-0.6185,15.4802,0.22
220.517489981,1.48946325054,-0.0102,-0.0114,13.3288,0.74
220.589662714,-1.06400315272,-0.0361,-0.1653,2.4974,0.29
213.51420291,1.46582743227,0.0673,0.0062,15.2723,0.67
210.919476202,1.7661315011,0.0559,0.5547,14.4352,0.7
213.159839791,0.540051714581,0.3688,-0.2101,1.4639,0.99
214.494041068,1.48019421784,0.1244,-0.0578,6.3411,0.89
215.900395291,-2.29084697672,0.2636,-0.3809,2.6473,0.78
219.302730848,-2.33686041608,-0.3363,-0.2511,11.9843,0.87
224.237535619,2.1577518989,-0.4173,-0.2062,10.1354,0.13
212.80976614,-0.129222186479,0.1955,-0.0879,11.8989,0.33
210.834467778,-1.99518767425,0.4633,0.0813,6.8221,1.29
223.649166449,0.294266908548,0.1222,0.6364,11.6883,0.76
220.933238524,1.5286279673,-0.149,-0.0082,13.8444,0.79
218.154474855,-1.82223842679,-0.2091,0.1896,9.9188,0.9
213.134920264,1.14991580721,-0.7018,0.1286,3.02,0.19
210.797443908,-2.454205647,0.0343,-0.1804,15.173,0.52
217.450662332,-0.54830402104,0.4151,0.0407,1.8553,0.66
216.037807901,2.86833784806,0.3163,-0.4084,0.4548,0.5
223.729075,-2.94403516146,-0.3834,-0.4503,5.303,0.54
212.191567227,0.550235722919,0.706,-0.2917,15.3002,0.29
212.994025651,-1.53208018037,-0.0354,0.49,0.7698,0.8
224.100885708,-1.61852571268,0.313,0.2564,0.9033,0.73
219.1109069,0.239805132143,0.0792,-0.1235,15.515,0.2
224.42761724,-1.38364479137,0.3197,-0.566,2.2521,0.11
223.407807092,2.86270227805,0.1834,0.2587,14.0971,0.73
224.320814494,-2.89009293717,-0.0382,0.1021,9.2352,0.78
211.041066118,0.052698388738,0.1085,-0.3482,8.5109,1.07
217.359318489,-0.982973937075,-0.3064,0.3954,11.8414,0.33
224.108376796,-2.67317675927,-0.1492,0.0187,12.3869,0.3
219.380193179,-1.56301672712,0.3093,0.0775,1.8031,0.87
223.841951537,-1.09390731907,-0.6919,-0.0724,5.9847,0.82
213.915499681,0.092597083986,-0.113,-0.1476,7.9688,0.47
217.43229428,-2.9984874874,-0.2693,-0.4302,10.5173,0.39
224.113157237,1.14246948171,0.313,-0.0175,0.3821,0.32
222.924248633,-1.08072426748,-0.4164,0.3909,14.2639,0.39
213.110719696,-0.468400478966,-0.0669,-0.0003,13.9271,0.26
220.1642144,-0.265619717108,-0.2968,-0.4155,4.7948,1.3
223.676588365,-1.70522387084,-0.1287,-0.1085,5.8972,0.79
216.562186439,-2.99613278659,-0.0227,0.0359,14.0817,0.79
218.3803643,-1.73921417573,-0.0413,-0.3879,10.0097,0.47
220.858075737,-2.30345150121,-0.2519,0.0584,13.8779,0.66
214.82274022,0.325967950042,-0.3461,0.0557,15.4259,0.44
211.21617139,0.979235412582,-0.358,-0.5239,2.6548,0.18
215.070555523,-1.83168672706,-0.4357,0.3,14.8638,0.35
213.481568355,1.64593979046,-0.3952,-0.238,10.3482,0.39
220.179471786,-1.29592660701,0.4917,-0.2704,0.6663,1.89
223.730877459,-1.79740390387,0.4033,0.3765,0.044,0.87
218.218344277,1.55823588154,0.6339,-0.0021,3.017,0.15
223.309038787,-2.37118469142,-0.3297,0.3712,0.8176,0.15
216.593695366,1.06889225023,0.1806,0.1218,3.362,0.19
212.271990128,-1.62281233032,-0.0775,0.5229,0.9092,1.05
222.068503769,2.06127777897,0.356,-0.6103,15.5629,0.23
211.369910058,0.250344652789,-0.2267,0.1985,1.1171,1.03
219.594331679,-1.71859130898,-0.5886,0.2181,1.7965,0.13
218.296707565,-0.163371446097,-0.3311,-0.6031,11.8091,0.68
214.054852126,-2.99652499322,0.0476,-0.1665,7.1686,0.59
214.411518478,0.030265589305,0.469,-0.4218,3.4364,0.62
213.812587747,0.151356291685,0.0338,-0.458,0.7122,0.22
215.946813173,-2.27807670651,0.3094,-0.1168,7.475,1.18
220.279535103,2.61128567979,-0.5198,-0.1081,11.8279,0.65
219.445873473,0.11448848774,-0.4263,0.3868,4.5805,0.83
219.529544562,1.18514064648,0.6059,-0.028,5.7993,0.33
211.146818507,0.384587810377,0.1981,0.3919,8.5563,1.29
214.648240415,-1.04511567465,-0.2139,-0.251,11.888,1.07
210.915083711,-1.48709915052,0.3761,0.6607,0.3604,0.75
216.212443928,-2.90156652699,0.2888,0.3719,0.4762,0.61
210.938602692,-2.50032861001,0.6111,0.2193,15.1594,0.08
224.23587619,0.175764524022,-0.2324,-0.2058,0.3266,0.47
224.37428838,0.586667349808,0.1997,-0.3742,3.4578,0.21
218.181557383,-2.1896505081,0.0938,-0.0098,1.2846,0.25
217.179698916,-0.410355681743,0.3864,0.1895,14.4397,0.71
218.235868052,-0.948849532311,0.6005,-0.0792,5.7761,0.92
218.315322805,0.340608367083,0.2869,0.5036,4.5889,0.15
222.995617489,0.947207393072,0.0252,0.181,5.7676,0.21
217.762990075,-0.439066794174,-0.4292,0.4393,3.0938,0.89
211.83235223,-1.1144668868,0.3055,-0.0214,7.4353,0.1
218.512319104,-0.011096133116,0.2584,-0.4949,1.837,0.54
221.281850813,1.67115603782,-0.2448,-0.153,14.9249,1.25
211.473868369,-0.582178704049,-0.0448,0.0338,15.5352,0.23
224.210428181,-1.70657701991,0.0486,0.1386,6.1465,0.47
213.98519117,-2.67962746461,-0.1868,0.6902,14.7923,0.6
219.436094305,1.33245871082,-0.3744,-0.4458,0.4108,0.18
216.065351301,2.17470055957,0.21,0.2038,13.9516,0.85
211.836715168,2.35447068675,0.0225,-0.2751,2.621,0.73
221.684981672,2.00488705483,-0.384,0.2576,10.006,0.79
210.712280516,-0.093960016698,-0.1429,-0.384,0.1752,0.76
222.081294969,1.04265792738,-0.1777,0.0217,12.6063,0.26
211.474987319,-0.720092513728,-0.5841,0.2682,8.7713,0.86
215.561280743,0.711401286832,0.3035,-0.222,0.4188,1.06
212.968499421,-2.00444794737,-0.0367,-0.5813,7.2918,0.44
223.638679954,-0.713022226784,0.5237,0.0926,2.7789,0.46
213.862393882,-1.72050932846,-0.0415,0.4993,15.1623,0.26
210.51185701,2.19770848982,0.018,-0.0426,12.6231,1.06
223.427207855,1.36176160143,-0.6933,0.179,13.513,0.74
224.573577005,-2.114684196,0.0412,-0.1424,14.644,0.32
223.555486387,2.66462665916,-0.0962,-0.5604,11.3694,0.21
220.562974183,2.4332803894,-0.2528,-0.6354,14.271,0.35
223.648288694,2.8097544394,-0.091,0.5938,12.588,0.11
214.429339907,2.19016409415,0.5537,0.3149,10.1285,0.65
215.91356668,-0.504709131897,-0.3953,-0.0521,12.1638,0.19
214.868526136,1.35395439596,0.5376,0.4464,14.7675,0.25
224.861198631,-0.088637433845,0.1991,-0.0821,15.4566,0.41
217.210988645,0.889826635919,-0.3035,-0.0364,14.2539,0.26
210.623554062,0.826151133975,-0.6501,0.1595,15.3668,0.52
213.238298953,-1.48347203326,-0.4594,-0.0512,2.2725,0.56
218.282449084,-0.423237172203,-0.1715,0.5848,13.4815,0.73
216.787275951,-0.229453003857,-0.4288,0.3695,14.338,0.26
220.700232607,0.366761570077,-0.4831,-0.3338,12.8009,0.3
214.14670035,1.18017968209,-0.4181,0.5394,1.6962,0.71
216.363306376,-2.44143623329,0.4825,-0.3347,11.0107,1.06
221.331613362,-0.659357980684,0.0189,-0.4409,5.8658,0.66
218.355785229,0.371103241835,0.1561,0.1053,15.4223,0.33
220.150468333,-2.79551858305,-0.3838,-0.0379,11.431,0.57
218.172719119,0.685621011372,-0.0213,0.0292,2.6636,1.29
212.100761301,2.19526491739,0.2392,0.4938,12.1204,0.62
217.810496108,-0.599922108923,0.0303,-0.1021,3.6502,0.61
223.652607543,-2.97999681922,0.2309,0.2975,12.7429,0.29
219.549201505,-1.56219175224,0.2065,-0.153,14.041,0.13
215.672637345,-2.61327962534,-0.1752,-0.2013,14.4491,1.17
218.02103168,0.380795442856,0.2229,-0.3591,15.4489,0.39
222.963352248,-2.2243913423,-0.2902,0.2139,1.6685,0.9
221.946324093,-2.52241060388,-0.3538,0.04,11.3998,0.71
213.082847442,0.712093217558,0.1088,-0.0616,4.5811,1.16
216.683455307,0.577320732095,0.2008,-0.0744,3.5991,0.95
224.539032449,0.18358285108,0.7304,-0.055,14.1198,0.45
210.709281405,-2.71090510688,-0.187,0.0203,15.5182,0.17
212.032150968,2.31458706294,-0.018,-0.0733,6.7548,0.87
218.932547255,2.68277455085,0.0446,-0.2149,0.8305,0.76
216.09570751,-1.61402395123,-0.3705,-0.2264,6.3285,1.06
211.115923526,1.32501070182,0.3831,0.4138,11.68,0.58
212.2965432,0.056005168179,-0.1237,-0.3499,0.4585,0.5
213.632215439,1.14467981962,-0.648,0.0447,3.7594,0.43
224.816219578,0.305712023673,-0.2301,-0.0855,1.6682,0.74
214.619711976,-2.55994293056,0.4197,-0.1814,13.5282,0.21
222.251319462,-0.676879213606,0.1201,-0.2325,10.7669,0.5
218.023384668,2.26198123951,0.1344,-0.1548,15.2351,0.71
224.582773976,2.039934308,-0.2135,0.3958,7.5328,0.44
220.832159268,0.67653455035,-0.0783,-0.1764,8.3939,0.47
212.795732613,2.89917956058,-0.3236,0.1771,5.5587,0.8
218.356067897,-0.506197443215,-0.2169,-0.2295,0.6379,0.56
210.602301346,1.37945973944,-0.2348,0.3678,6.6063,0.1
224.847823377,-0.57085438824,0.1214,0.1023,8.5768,0.19
217.705807943,1.33538391904,0.4091,-0.0829,11.1086,0.19
212.506392355,2.13721261577,0.5716,-0.4767,14.3028,0.62
222.687692342,1.62654715281,0.3188,0.1199,7.1563,0.47
223.590450861,-1.77856822523,0.3381,0.3646,0.2595,0.95
212.602743708,-1.07458832283,0.5836,-0.2451,13.453,0.78
213.331012743,-1.4232949294,-0.2827,0.4342,0.6152,1.29
223.452881727,-2.74520470488,-0.1492,-0.1017,12.6457,0.81
212.267829073,0.792361174054,-0.083,0.2498,5.2772,0.11
211.939321207,-1.152754958,-0.1636,0.0782,14.8582,0.64
224.961832288,-0.874963325398,-0.3792,0.1064,3.9677,0.46
216.756218192,2.72465521922,0.1796,-0.2557,0.6786,0.1
221.353289245,-1.2315430491,0.2666,0.5284,15.2076,0.27
221.447947733,-0.762024961178,0.1853,0.0373,0.1367,0.78
211.718018077,1.44641940831,0.5206,0.3181,7.5003,1.06
223.660771512,0.717976843434,0.5623,0.039,0.6626,0.11
223.559227656,0.585474398282,-0.2454,0.3189,7.9415,0.2
212.321665441,2.05043370186,0.1208,-0.0647,11.2856,0.62
212.065310907,-2.16098839446,-0.0205,-0.3419,14.1382,0.58
211.279100897,-0.619019644099,0.3898,-0.4599,5.5823,0.65
210.804936329,0.10265999877,0.1242,-0.7224,0.8052,0.33
221.364264689,1.96993475267,0.1293,-0.1387,12.8835,0.63
217.889245902,1.03109461165,-0.0126,0.0825,12.6459,0.73
213.247409738,0.054198539382,0.0836,-0.289,13.219,0.21
211.723395672,1.65024928855,-0.1355,-0.5575,2.6701,1.3
211.936243571,0.52327178877,-0.613,0.074,1.0291,1.03
219.188878533,1.41611151147,-0.0629,-0.0786,15.214,0.14
214.167781879,2.35534561831,0.5392,-0.07,12.3378,0.47
220.915448884,-0.220122207901,0.1718,0.0767,10.2742,0.39
211.326845343,-1.81481925054,-0.36,-0.2,15.563,0.35
220.156548707,0.090894375829,-0.4913,0.0683,1.2287,0.2
223.795706283,2.33080095086,0.1053,-0.2439,7.1952,0.73
220.078085422,-0.525140339153,-0.102,0.0743,15.4954,0.31
216.955443487,1.58186884329,-0.0375,0.3371,14.3197,0.46
213.382649029,1.862775267,0.5727,0.2154,4.9323,0.73
222.254148473,0.772039328673,0.3364,-0.3299,6.1343,0.16
215.061643801,1.6466271449,-0.2851,0.1174,3.457,0.12
211.375455103,1.03495240333,0.2806,0.4033,7.5094,0.14
223.010832209,-0.952907290398,-0.2702,0.1902,13.4014,0.63
213.886445988,2.48681188893,-0.0587,-0.0456,10.2745,0.22
219.674205464,-2.3288644358,0.1347,-0.2802,1.3821,0.62
220.83033409,-0.737476128639,0.0731,0.4108,6.2436,0.14
213.40483958,2.14510947517,-0.2113,-0.1058,14.7351,0.47
221.333494056,0.148823541877,-0.086,0.0561,7.0489,0.33
212.694752168,1.40450879307,0.1482,-0.2103,13.9573,0.11
213.67716484,-1.99032938744,-0.389,0.043,8.3398,0.25
217.984736851,2.13405119161,-0.0503,-0.0592,12.3493,0.3
223.88882318,2.3239186765,0.2763,0.2236,6.6848,0.33
213.133393221,0.593828905847,-0.0339,-0.1443,8.0701,0.29
221.048794735,0.357592621367,-0.1981,0.0804,15.5495,0.29
216.954063946,-2.55709769686,0.1179,0.4603,7.335,0.11
211.011787947,-0.847151911293,-0.2156,0.0657,14.4725,0.73
212.707775217,1.01201051192,-0.1656,-0.0306,8.9567,0.17
222.622437126,0.22683359059,0.3555,-0.1234,14.469,0.33
221.495482982,-1.87312583685,-0.5903,-0.2908,2.102,0.48
214.603159412,-1.69684087935,0.4008,0.1275,1.43,0.58
212.940887547,-1.76553755203,-0.3494,-0.5847,0.6833,0.86
212.620861707,2.00679637784,-0.1277,-0.1104,10.0388,0.39
217.97979298,2.44296820952,-0.12,-0.04,15.563,0.41
217.19649097,2.63122668107,-0.6479,-0.2163,13.9463,0.29
212.559193439,0.656801627111,0.0933,-0.0976,15.4864,0.55
222.780504879,0.266487214402,-0.2845,0.5538,12.6473,0.33
213.13485224,-0.442307331928,-0.5902,0.0778,2.8696,0.46
216.859416402,0.082892872181,0.1436,-0.0056,15.1165,0.66
214.214506297,2.73464058362,0.3035,0.5764,1.6716,0.3
218.207536286,1.29805800593,0.0086,0.0506,15.3341,0.77
220.437892923,1.49449510862,-0.3957,-0.0662,15.5159,0.23
220.756012447,1.93457714808,-0.0778,-0.6175,14.1895,0.15
216.759548425,-0.061831059575,0.1259,0.0833,10.7269,0.3
215.74923106,2.15431956048,-0.5,-0.1627,0.9256,0.64
213.539783048,2.34131898549,0.3493,-0.4755,0.4767,0.79
214.746579634,-2.32070163684,0.0316,0.2814,6.1628,0.35
222.546603687,0.805823772311,-0.0881,0.3346,4.6876,0.39
221.646015159,-0.932604373224,0.2286,-0.1638,1.2892,0.51
223.122755547,-1.28082835399,0.4457,-0.2246,14.8134,0.15
211.520275597,0.280887730859,-0.0365,0.112,15.314,0.53
215.743019467,2.89010452004,-0.2382,-0.0661,14.1864,0.3
221.500781627,-2.19722759992,-0.0623,-0.1648,12.1901,0.68
222.125662228,-1.41114864153,0.2191,0.42,2.9415,1.2
223.46336357,0.909550525786,0.1584,0.0881,13.6465,0.31
212.675740338,-1.35761967066,0.1007,0.4555,7.1887,1.09
217.533136121,2.2149335708,0.0314,0.4695,0.3327,0.21
218.875623824,-0.968919891751,-0.18,-0.64,15.5629,0.15
212.228348744,2.07231202085,0.1679,-0.0551,13.9411,0.5
213.199451273,-2.93112614049,0.3555,-0.0222,15.0203,0.46
212.174681926,0.474015788418,0.042,-0.6266,2.688,0.68
217.023691998,1.14801591033,-0.3214,0.1334,0.7752,0.29
218.033158713,1.5825672241,-0.3575,0.5116,13.7849,0.63
223.887051967,2.44666750921,-0.1062,0.1155,3.3093,0.83
221.751529893,-2.87372600966,-0.3458,-0.0281,9.4285,0.64
218.248668354,0.428289446106,-0.1656,0.1957,3.6619,0.46
217.26867739,2.79466289083,-0.6904,-0.1157,13.8221,0.62
218.851636512,1.97777095829,0.0649,0.2024,15.3546,0.24
219.673265714,1.13930532641,0.1149,0.0161,15.5524,0.39
212.351547149,2.47887860071,0.2299,0.2125,14.5291,0.62
216.839315197,0.475410249088,0.1005,0.4449,5.8659,0.29
211.071566033,0.318721750469,-0.0071,0.5898,15.3951,0.56
222.687541345,-2.70136467338,0.3574,0.4773,3.0395,0.67
217.751930579,-1.71919489254,-0.0027,0.7043,0.6688,0.21
217.718808127,-2.62414594793,-0.35,0.0178,12.2405,0.49
215.890253581,-1.22903290037,0.5441,-0.1399,15.563,0.23
217.529998397,2.82027006871,0.1971,-0.4593,7.7629,0.73
212.873770275,-0.721590249306,-0.4289,-0.488,14.8677,0.15
216.318158295,0.821533291612,-0.0509,-0.218,8.8506,0.51
213.191366184,-2.36474488218,0.3199,0.539,0.3173,0.42
214.248188581,-2.59326102446,-0.0264,0.2779,3.2471,0.68
219.941495062,-1.06268849146,-0.407,0.1065,1.2943,0.7
210.650525562,-1.30477394226,-0.0703,-0.2265,12.9496,0.21
223.653132311,-1.77977243203,0.0789,-0.3309,14.1035,0.39
221.651159288,0.083597192492,0.4487,-0.5215,7.7847,1.03
218.603365992,-0.672033843619,0.1453,0.1495,10.4438,0.74
210.509839419,1.16590025234,-0.4987,-0.2203,6.8323,0.21
222.165710692,-0.960724729807,0.4219,-0.0213,15.0713,0.41
215.236134521,-0.894807627408,-0.5504,-0.0193,0.6828,0.33
216.276655751,1.92320291279,-0.2637,0.5517,7.7142,0.1
217.247100084,2.53108490645,-0.0717,0.4347,1.154,0.79
223.782934731,2.80145040227,0.0881,0.4765,5.8746,0.82
214.818220858,0.415487365491,0.225,0.2439,14.2669,0.63
220.345550514,1.62699888042,-0.2038,-0.6135,1.1985,0.47
219.890598132,2.31739139606,0.5067,0.1665,15.1748,0.3
215.989349389,2.3365636853,-0.0641,-0.6813,12.9903,0.26
217.803044641,-0.004926410341,-0.1454,-0.1738,14.6621,0.6
221.883771436,-0.188807456837,0.0622,-0.2019,11.2437,0.13
211.334162373,2.16735956745,0.0276,-0.4315,13.6992,0.45
219.307714408,0.425758333295,0.2245,0.0236,11.1533,0.74
221.890872638,1.65715992378,0.5676,0.545,1.4272,0.92
214.248290596,-2.52869846772,-0.0372,0.0986,15.1771,0.69
212.038004433,0.677087637269,0.015,-0.0835,15.3322,0.64
216.019118529,1.11718873441,0.0575,0.0567,13.9017,0.82
220.81504543,-1.74369219955,0.2347,-0.2953,6.0352,0.86
222.367797701,-2.94436417987,0.0691,0.0938,12.9586,0.53
224.265017802,-1.65474578181,-0.4417,-0.0358,5.9553,0.57
219.728110731,0.504676068209,-0.2345,0.2245,3.2744,0.69
221.725166772,-1.86804404069,0.3353,0.5128,5.2646,0.88
214.388183885,-1.97329226526,0.0418,0.1486,12.9304,0.12
219.056056909,2.0987282502,-0.2543,-0.1286,11.5205,0.15
222.733135885,-1.15150638738,-0.0098,-0.0308,15.5387,0.04
224.091338914,0.839667641468,-0.0028,-0.2397,11.475,0.11
211.683655841,0.060581739135,-0.3157,0.381,12.3042,0.58
211.450716824,-0.911068367528,-0.277,0.1947,14.818,0.37
216.971943058,-1.33901700101,-0.0093,0.2471,9.2059,0.14
222.939478007,1.06411126609,-0.277,0.3657,8.756,0.64
214.060359224,1.72033510341,-0.64,-0.1814,15.563,0.03
220.080986565,-2.31768734453,-0.0807,0.1019,3.7107,0.75
214.599113164,-1.6389339027,0.398,0.3982,0.1817,0.84
211.905485336,-2.92264221108,0.4193,0.3447,10.554,0.47
221.36408372,2.74276709639,-0.0673,-0.3604,15.5408,0.26
211.756296815,-0.097255897393,0.1486,0.046,15.1704,0.45
224.925354398,2.47725910821,0.0514,0.4385,15.2361,0.45
218.602680099,-0.482760430627,-0.1263,-0.1583,14.3923,0.26
220.722116282,-0.97588199298,-0.0434,-0.2299,0.1373,0.21
211.468580546,2.46925004027,0.0231,-0.4989,1.0188,0.86
214.177964969,-0.790373043587,0.0344,-0.0197,15.0548,0.58
223.260813052,-1.41784003259,0.3235,-0.0301,10.5565,0.65
213.534575192,2.89915266494,-0.5181,-0.1962,4.2278,0.14
222.038155779,2.01694189605,-0.1792,0.2104,8.8703,0.3
213.772203857,-0.508909035569,0.1921,0.2159,12.9756,0.29
215.151392593,-0.076692640681,0.0678,-0.1535,13.8667,0.15
216.115387808,0.555976911125,0.5431,0.0017,1.7033,0.39
220.039349346,-2.03346585757,-0.1745,-0.5381,15.3558,0.51
217.772014779,0.124368436046,-0.2908,-0.0808,15.2213,0.24
223.946159711,-2.95928348202,-0.0934,-0.3374,14.2078,0.46
217.268336158,-1.39346038036,0.4738,-0.0194,7.2409,0.21
219.870087903,-2.74435801383,-0.1854,0.4552,11.6924,0.42
215.214158166,-0.144853498217,-0.0373,-0.1819,15.563,0.31
212.588796013,-1.91493861849,-0.3391,0.0406,10.4567,0.16
220.052321281,-1.11371843216,-0.2799,-0.4759,6.2416,1.3
216.554011646,-2.44490584231,-0.0939,0.1378,15.3919,0.67
215.796360103,-0.226109659758,-0.0597,-0.1707,15.2538,0.18
224.981585982,-2.79416462438,0.3521,0.2015,7.5043,0.95
218.097017638,2.22428314006,0.6154,0.3636,2.7252,0.47
219.530615544,1.80522293709,0.4463,0.1749,13.5624,1.0
219.29917242,-0.830626750083,-0.2059,-0.378,0.9642,0.31
215.330588685,1.43142632142,0.2337,0.2013,11.5668,0.18
215.04920132,0.13081019543,-0.0001,0.0651,15.563,0.22
215.165703175,1.04894590751,-0.1879,0.1699,12.1514,0.25
215.235938029,0.438660869682,-0.6372,-0.0189,8.3855,0.14
223.129137712,0.75465142548,0.1946,-0.6225,13.7448,1.0
212.338372534,-2.19545068297,-0.0856,-0.1602,11.979,0.78
222.875852852,0.875392816848,-0.3227,0.3054,0.6967,0.7
223.68223327,-1.60724504548,0.2933,0.4555,1.6581,1.04
211.057876744,2.83895143233,-0.1527,-0.5108,4.018,0.32
220.916851733,2.43801571468,0.3119,-0.4695,0.6937,0.39
223.584006447,-2.64673801599,0.0902,0.108,14.3199,0.21
219.827487683,1.7142730809,-0.1197,0.1679,13.617,0.91
211.536676298,0.117805474697,0.289,-0.5684,13.8361,0.46
214.855706584,-0.916293398641,-0.0235,0.1421,15.0507,0.19
220.08814971,0.484492006562,-0.1852,-0.0055,13.6599,0.39
211.174221208,-1.10344631341,0.2962,0.0932,8.2773,0.78
213.410470468,-2.15224161405,-0.1127,-0.0208,15.3983,0.77
220.047225239,-0.911313830826,-0.1083,0.1683,11.4506,0.74
222.992299077,0.303763942748,0.1108,-0.209,14.8792,0.53
220.777076682,-0.720893175857,-0.2636,-0.5259,6.3622,0.21
223.510422327,-0.424900043087,0.6797,0.0072,14.024,0.39
213.966601835,0.773784352379,0.1293,0.0616,7.959,0.25
210.86886876,-2.53321853969,0.4546,0.3169,1.4076,0.17
218.268971988,1.63725197328,0.1148,-0.126,15.4292,0.6
224.467323153,1.14296955063,0.1037,-0.1963,14.156,0.56
221.879134596,-0.140844959189,0.0218,0.0836,12.8544,0.39
214.300954819,1.85872370176,-0.0569,-0.0312,11.692,0.72
221.978346956,0.00636696845,0.3358,-0.0026,8.2921,0.5
223.254256406,1.6898103655,0.0206,-0.0195,13.8087,0.09
216.321197851,0.14073635564,-0.1521,0.2241,15.4016,0.52
219.606474865,1.2700550422,0.2406,0.4223,8.3972,0.76
213.107901068,1.08698532756,0.2028,0.5175,2.7215,1.06
216.065592431,-0.192908483635,-0.0197,-0.1825,14.6871,0.68
216.743493623,0.040014122191,-0.5657,0.3453,9.8519,0.24
211.097787959,0.703247322968,-0.4673,0.3499,11.8743,0.64
224.269721561,0.889895262561,0.1392,0.1532,9.0625,0.67
210.514879708,-1.83398188398,-0.2111,-0.0614,11.176,0.87
219.472251058,-1.19621578268,0.0615,0.1162,15.5567,0.35
224.664385546,0.778851532612,-0.4599,0.346,11.7372,0.1
214.583819619,2.17718759601,0.0738,-0.7734,14.4749,0.3
215.293591988,0.026392505989,0.0632,-0.0853,13.8152,0.66
220.416014934,-1.8716967335,-0.1744,-0.5854,11.7113,0.25
222.003429069,2.16688326638,-0.2788,-0.2727,0.3333,0.78
220.670663222,2.87815300274,-0.3233,0.0097,14.3585,0.19
219.208758551,2.7860423139,0.0668,0.0051,15.4816,0.22
223.260561857,-2.59278293041,-0.1677,-0.0359,0.8165,0.8
221.367324383,-0.122494194448,-0.1456,-0.2956,4.4587,0.81
219.158501526,1.59431913116,-0.2715,-0.6109,11.6672,0.74
