r_mid,Rcurl_mean,Rcurl_median,Rcurl_std,Rcurl_count,tau_frac_mean,tau_frac_median,tau_frac_std,tau_frac_count,radiality_err_mean,radiality_err_median,radiality_err_std,radiality_err_count,Jr_mean,Jr_median,flux_mean,flux_median,flux_count
19.291666666666668,2.6427740653232407e-15,4.558854914052009e-16,3.748642150954485e-15,15348.0,0.4838057865574677,0.5142732476337829,0.3770635468410314,15348.0,0.2629975010955242,0.14237360886677364,0.2838703210019136,15348.0,0.00013966868944238615,7.385219426865068e-05,0.6532033760060492,0.34539239119614285,15348.0
19.708333333333336,2.8606223107319855e-15,5.051069462981551e-16,3.932544336267024e-15,16626.0,0.47574067124702774,0.5305424397174572,0.36860971031232753,16626.0,0.24681946990159997,0.15234162561875897,0.2655499656666944,16626.0,0.0001434944946566578,7.044291440542676e-05,0.7003980063598998,0.34383254165809074,16626.0
20.125,3.0263705385640923e-15,5.387253377178825e-16,4.246177275355692e-15,17174.0,0.4830655996729867,0.5393794395564511,0.37729858318717197,17174.0,0.26153795458221635,0.15793716375571543,0.2810110549692194,17174.0,0.00012371233566883487,6.538788274849139e-05,0.6296433899912527,0.3327966280446059,17174.0
20.541666666666668,2.9696842510401776e-15,4.860835053132235e-16,4.077172454440536e-15,17970.0,0.4716341371466288,0.5083586522800178,0.37437112348170504,17970.0,0.24942358224451955,0.13885455313748296,0.27210759579686755,17970.0,0.00012128627323131038,6.107515133181357e-05,0.6431212663723762,0.3238513940773023,17970.0
20.958333333333336,2.5684865376408443e-15,4.467280859431693e-16,3.457161827562629e-15,17894.0,0.48266085551937904,0.524233521662373,0.36669309987530935,17894.0,0.2515463230413292,0.14842544967251026,0.26905717329256085,17894.0,0.00011572794760926631,5.6503080955640735e-05,0.6387951378248403,0.3118857124162513,17894.0
21.375,2.8019635476872247e-15,4.755852283689237e-16,3.808003211148883e-15,19218.0,0.4719950714660843,0.5058934977658603,0.37715110348777475,19218.0,0.2535081825281149,0.13740405234071296,0.27879681507721993,19218.0,0.00010106148458911284,5.202750610922608e-05,0.5802401604414755,0.29871368518802993,19218.0
21.791666666666668,2.8773988218923913e-15,4.133389881966481e-16,3.880716803891582e-15,19628.0,0.4749583769546526,0.5205930517792322,0.37228542440220885,19628.0,0.24860902233776827,0.14619506066128574,0.2668889312543045,19628.0,0.0001022181673002834,5.135275653334614e-05,0.6099845686953087,0.3064463966888349,19628.0
22.208333333333336,2.7230915813560495e-15,3.418541319545171e-16,3.8676262309952e-15,21510.0,0.493025478045265,0.5398433159173808,0.37247217388243065,21510.0,0.2651360696095733,0.15823447786255396,0.27958068869767866,21510.0,9.351799827323622e-05,4.799935884613916e-05,0.5796115097225285,0.29749333133968686,21510.0
22.625,3.066622161007395e-15,5.951464760335927e-16,4.1220419607524036e-15,21002.0,0.4611690946406516,0.48641381105893516,0.3754323784447174,21002.0,0.24289245911075688,0.126271435506929,0.2704843191246163,21002.0,8.76709834405e-05,4.439649798948198e-05,0.5639530087583879,0.2855852374063581,21002.0
23.041666666666668,2.7282249271109278e-15,5.658190713045258e-16,3.8246675386097395e-15,22278.0,0.4859765968854479,0.5251993069607609,0.36791446283774143,22278.0,0.2553312699141693,0.14902074762780704,0.27190839955178153,22278.0,8.207969311291777e-05,4.166124884881686e-05,0.5476125179830444,0.2779520794873475,22278.0
23.458333333333336,2.7198513174503333e-15,4.1658082309688703e-16,3.795466963951008e-15,22226.0,0.47044759966473715,0.4822852827654091,0.3788026635929296,22226.0,0.2529233845392246,0.12398578434600205,0.2776042662789278,22226.0,7.544673102724972e-05,3.935584749614216e-05,0.5217285437559146,0.2721531963396268,22226.0
23.875,2.8620735244569585e-15,5.167793381666012e-16,3.900317495947026e-15,24282.0,0.4765030926031096,0.5076384489145828,0.3676734058072192,24282.0,0.24745336828069409,0.13842980252123593,0.2672725883619936,24282.0,7.467117885792232e-05,3.663580653058703e-05,0.5348717150633426,0.2624232933168015,24282.0
24.291666666666668,2.7974323528929223e-15,5.368255534620481e-16,3.865426312101376e-15,24320.0,0.4857776688364415,0.5303795485815165,0.37546719229082554,24320.0,0.26239861052702007,0.152239695169403,0.2810491669096462,24320.0,6.46545664952515e-05,3.371618575521898e-05,0.4794283308966699,0.25001319376279324,24320.0
24.708333333333336,2.908912407704531e-15,7.819095036947927e-16,3.848788663919738e-15,26442.0,0.4671860239516695,0.48988750015030313,0.3712241577209375,26442.0,0.24311752525739172,0.12821433987677522,0.2665684962183558,26442.0,6.596290344987661e-05,3.216453055357301e-05,0.5060536140787948,0.2467595584865646,26442.0
25.125,2.733261009228676e-15,4.1824719547299035e-16,3.691998495387382e-15,26294.0,0.49473692937890273,0.5541148687037141,0.37270138227043764,26294.0,0.2656310344335239,0.16755978456019693,0.2775450824195297,26294.0,5.9140232058966986e-05,3.0198957051555933e-05,0.4691427715417273,0.23955980413993674,26294.0
25.541666666666668,2.906751036567102e-15,7.063196357887309e-16,3.690516172314542e-15,27450.0,0.4581791693829912,0.4694417476527374,0.37554507101418066,27450.0,0.24213382735967298,0.11703655479926933,0.27327021928481043,27450.0,5.322958080483514e-05,2.7367399389729782e-05,0.43637652108575126,0.22435815492595032,27450.0
25.958333333333336,2.6602697829666394e-15,4.134469679672569e-16,3.696151133038955e-15,27578.0,0.4897037655521138,0.536481161884445,0.36587148359044425,27578.0,0.25571380613808575,0.1560877042351403,0.26900992756021597,27578.0,5.475884582209342e-05,2.6799592491473664e-05,0.4636793549782864,0.22692986993370445,27578.0
26.375,2.9916246230656585e-15,3.5949212764334457e-16,4.146729573866763e-15,29958.0,0.4763331548620729,0.5133118549979636,0.37678312016197635,29958.0,0.2555285709166987,0.14179784460853884,0.2773147980523528,29958.0,4.728907243604368e-05,2.4629869517820807e-05,0.4133858398112785,0.21530638624466084,29958.0
26.791666666666668,3.246495493347549e-15,7.182935604000564e-16,4.215751093244021e-15,29540.0,0.4661493504464954,0.5153885066989647,0.37167723644740563,29540.0,0.2428484647992079,0.14304335747798114,0.2669875797264985,29540.0,4.619457881155069e-05,2.297170177658987e-05,0.4166777766479277,0.2072060806341922,29540.0
27.208333333333336,2.7425216731823804e-15,4.473029843820027e-16,3.831121562284254e-15,31542.0,0.48858591781294686,0.5458408055370892,0.37126704866365806,31542.0,0.26062086174278243,0.16211109625999853,0.2770614902895594,31542.0,4.205730283345703e-05,2.1829514521818167e-05,0.391250729903605,0.20307563525705682,31542.0
27.625,2.8805577124501026e-15,5.390491575853923e-16,3.960786007299916e-15,31778.0,0.4700725357625196,0.5011067326560966,0.37347269001719846,31778.0,0.2477461694778203,0.13461451220468734,0.2714113766919507,31778.0,4.0509484585154e-05,2.0503350932368976e-05,0.3884822272455897,0.1966252475876658,31778.0
28.041666666666668,2.6765024132793097e-15,4.209408367062756e-16,3.804933284760168e-15,32718.0,0.48196681381577805,0.5337841604565314,0.37338451763891406,32718.0,0.2558802726636919,0.15437923982099644,0.27308940615988936,32718.0,3.799338614493104e-05,1.876828238897122e-05,0.37542700656747996,0.18545649100151837,32718.0
28.458333333333336,2.8939443562532778e-15,6.530970033111416e-16,3.9155248660355835e-15,34130.0,0.4742008317385091,0.5033514509262678,0.3758206438348326,34130.0,0.253394407831357,0.13591822328530678,0.2765366243169032,34130.0,3.4020913111804555e-05,1.7332841774065033e-05,0.34623801856533165,0.17639999174144333,34130.0
28.875,2.802832689223618e-15,4.866193234374346e-16,3.8944286270501366e-15,34626.0,0.47840876941796734,0.5238775504069397,0.3686916716702616,34626.0,0.24904655080380814,0.14820641457004136,0.2669464697749657,34626.0,3.3268178744469835e-05,1.6494700505982144e-05,0.3485642771079864,0.17282170455261656,34626.0
29.291666666666668,2.919883805740897e-15,5.339427342315905e-16,4.000829246370629e-15,35480.0,0.47599935435113633,0.505329060476335,0.3753299421977153,35480.0,0.25437737478073097,0.13707327041161566,0.2767651529876667,35480.0,2.9488316218472264e-05,1.5544795547698683e-05,0.3179420760539488,0.16760348511094314,35480.0
29.708333333333336,2.964159600249763e-15,6.046647975106533e-16,4.0555027433712705e-15,37482.0,0.46640121198471973,0.5024353955571578,0.3727887361406589,37482.0,0.24470769199749773,0.1353852457358119,0.2702443285956024,37482.0,2.9151128446069992e-05,1.4489036505963835e-05,0.32331199049348,0.16069632576118684,37482.0
30.125,2.8422155595723955e-15,4.607001962279675e-16,3.869161787168002e-15,37646.0,0.48760898414176157,0.529057515915459,0.36948213099931393,37646.0,0.25772576977532935,0.1514140321373657,0.27340336611098603,37646.0,2.6219231374592084e-05,1.3156293207076617e-05,0.29900877328319975,0.15003670537093594,37646.0
30.541666666666668,2.8471015821214964e-15,3.8552011974691294e-16,3.911864196890592e-15,39954.0,0.47145262069620375,0.49445208603930674,0.37722554695175675,39954.0,0.2524719094270033,0.13079511355988227,0.27683039386945785,39954.0,2.500542080734448e-05,1.2725238039619646e-05,0.2931092319175462,0.14916304654490478,39954.0
30.958333333333336,2.6319448551073504e-15,3.944680645183655e-16,3.6778222237793275e-15,39810.0,0.4818205871734897,0.5157682932528431,0.3684945161235417,39810.0,0.25162646459392685,0.14327188228992438,0.26832399234225296,39810.0,2.4424251460100574e-05,1.1997834709040867e-05,0.29416179753733884,0.14450001181542058,39810.0
31.375,2.97823620369425e-15,6.108062624040619e-16,4.0479444022120426e-15,42110.0,0.48447184234746815,0.5351011025330383,0.3724146646366894,42110.0,0.2583187957968801,0.1552119732927515,0.27659237673479387,42110.0,2.085256471023126e-05,1.076857088737023e-05,0.2579507592937941,0.13320956321230332,42110.0
31.791666666666668,2.9077098452630016e-15,6.531962109163715e-16,3.879164573833505e-15,41196.0,0.46478620770487744,0.4984316563552055,0.3716046804359342,41196.0,0.24245513350916614,0.13307100409375716,0.2683458921966395,41196.0,2.019665107918672e-05,1.0153000847731432e-05,0.25651680328902726,0.12895283039943106,41196.0
