r_mid,J_med,J_lo,J_hi,F_rel
6.116666666666667,0.003974401657613456,0.00034313131436233075,0.004374859081534122,1.0854297142910383
6.35,0.004668810845123433,0.0017952169362645766,0.028791412179013955,1.3742130013674325
6.583333333333334,0.0024095011515601113,0.0003471208999577088,0.003896846996104029,0.7622881211241612
6.816666666666666,0.009733995313096985,0.0008703156285664276,0.022950384425614,3.301684504433478
7.050000000000001,0.0022497978434490307,0.00029845931045894983,0.007778695984906614,0.8162478560669796
7.283333333333333,0.0029205502005865,0.0010361592476292242,0.0032905207260189133,1.1309030419095008
7.516666666666667,0.003055919050903231,0.0029318051924629484,0.029173087128532674,1.2603546044909892
7.75,0.002574659053226157,0.00025116810324697484,0.013211762900751272,1.1288167747448568
7.983333333333333,0.0025694341632432408,0.001135782601783288,0.011358615288430051,1.1953809864298541
8.216666666666667,0.0018886704422569382,0.00022161678868776245,0.019368396874054655,0.9307817188758188
8.45,0.0011632655265187977,0.0005771818908170748,0.0037506893865131004,0.6063070236616339
8.683333333333334,0.0017498714452611132,0.0001970825907540591,0.007032790979593538,0.9631178092636432
8.916666666666668,0.0020549540722603994,0.0004974660291908968,0.013827254416287496,1.1926348800565765
9.149999999999999,0.00198935864213301,0.0001767226128879591,0.012867725669791238,1.2157816843727565
9.383333333333333,0.0018778359680368833,0.0011044258114457342,0.011585743451087396,1.2069027188714054
9.616666666666667,0.0013933181970046463,0.00016189546945744265,0.005661238229775098,0.9405887025472294
9.850000000000001,0.001400664732094288,0.0001469317393561488,0.005025754084239133,0.991989277736262
10.083333333333332,0.0015688499034902466,0.0003335937601379477,0.008866832373091545,1.1643672117341188
10.316666666666666,0.0013111218255956205,0.00013559488598998724,0.004355030594990221,1.0186433812558957
10.55,0.0015290432868546408,0.0009939219187598968,0.0016707400639636458,1.2422958175395082
10.783333333333335,0.0009463088897381761,0.000230923583139522,0.0066960404734230615,0.8032288593868062
11.016666666666666,0.0013711605299903192,0.00011745770782969507,0.010184205698698672,1.2147559777486399
11.25,0.0012674549221915012,0.00028019011972789604,0.00542624789966061,1.1709487590496717
11.483333333333334,0.0011791695196728884,0.00010863203352128855,0.0012735121117170235,1.1350435133600987
11.716666666666665,0.0009863409584841573,0.00010218074928890054,0.0011500207227441368,0.9884063812681241
11.95,0.001087845353278168,0.0008364946372205603,0.011198228390432859,1.1339745168321465
12.183333333333334,0.0009750192366010239,0.0001862101373545628,0.004009441715242795,1.0564422482366915
12.416666666666668,0.0008116757111042954,8.992229599407185e-05,0.0038785169772940667,0.9134671172376545
12.649999999999999,0.000879795199192206,0.00016101936178275023,0.005583378101875826,1.02769196802239
12.883333333333333,0.0009277528017478507,0.0001498720179158595,0.0009821447659549606,1.1240589426669703
13.116666666666667,0.0006669010278869216,8.121585211423593e-05,0.0016095968415834588,0.8375460103213124
13.350000000000001,0.0008248534054759527,7.694129988635233e-05,0.004343984911976842,1.0730985958944486
13.583333333333332,0.0008044752333192047,0.0003844189701835644,0.004203076959656573,1.0834920237401195
13.816666666666666,0.0007299774478345184,0.00038493335647777466,0.005935721816685641,1.017223364472412
14.05,0.0007501623018947639,6.951520764156452e-05,0.0022887772744915815,1.0809564756371355
14.283333333333333,0.0006070488110217417,6.624776678687579e-05,0.001102875302354507,0.9040304927047794
14.516666666666666,0.0005853191861001242,0.00010315088898322174,0.0020031060001285644,0.9003821835103327
14.75,0.0006890881128252446,0.00021074284473513165,0.004200908130011477,1.0943572570690105
14.983333333333334,0.0006411711049302723,5.818144883851797e-05,0.0009236361093199591,1.0507300389354222
15.216666666666667,0.0005449505169852185,0.00010266695705874415,0.001634193492807913,0.9210780793140712
15.45,0.0006174003371747173,0.00044479769458024036,0.004855822473517426,1.0757817025246201
15.683333333333334,0.0005931889881286681,8.019200160551794e-05,0.003230286127349228,1.0650503754122347
15.916666666666666,0.0004914937351103722,5.130140420978781e-05,0.0007753689658023405,0.908913496354457
16.15,0.0005021230788548826,4.9330091361367944e-05,0.001240853606603389,0.9559948658130428
16.383333333333333,0.0004348639642966669,0.0002485105882919014,0.002751044262989512,0.8520366555448442
16.616666666666667,0.0003258940188078631,4.5711993498987936e-05,0.001759936404734093,0.6568474665100603
16.85,0.0005404906557940673,5.1272728562754404e-05,0.0023920638863788465,1.1201813143706594
17.083333333333336,0.0004726509010117352,6.162007098461265e-05,0.0015748005141124014,1.0068993107927675
17.316666666666666,0.00036610993825285886,4.100790115126601e-05,0.000501387545399736,0.801383573197737
17.549999999999997,0.0004417115121373499,0.00019303413826821773,0.0028530995787401665,0.9931006892072323
17.78333333333333,0.0003469835384485407,3.839861448653295e-05,0.001323240123264676,0.8010055644474808
18.016666666666666,0.00040333301213814376,5.264960181956247e-05,0.0018474169742910037,0.9556810627067659
18.25,0.0003914173249444866,5.166250536245061e-05,0.002326359124040682,0.9516255757520397
18.483333333333334,0.00035387127235038184,4.7217627967446074e-05,0.0010830356593055826,0.8824827451678469
18.71666666666667,0.00030416948210736257,0.00010276668801406469,0.0010095582784010592,0.7778090169856209
18.950000000000003,0.0002963544597829332,3.257988217349018e-05,0.00036964500808097495,0.7768375668078389
19.183333333333334,0.00031529708360007524,3.0772880692273465e-05,0.0018437576589628063,0.8469707720767892
19.416666666666664,0.00034318056869397397,0.00016446905045918247,0.0017056099447147885,0.9444356299556282
19.65,0.0003033943013926395,5.3921347291247376e-05,0.0005019094199342547,0.8551313966722827
19.883333333333333,0.00023545156026713164,2.8132953723769197e-05,0.00032512567886763735,0.6794856396951063
