R_Mpc,gt,W,z_mean
0.15000000000000002,-0.1265398450162342,0.00011220946229500074,0.12908118547619374
0.25,-0.2831962098926843,7.472004163161595e-05,0.1259
0.4,0.08487235767396148,0.00034196812722681887,0.1306988286761564
0.65,-0.05164293499315561,0.0007164976498173134,0.12874961220378944
1.0,0.011926870940226786,0.0031837427814558053,0.12892956951152684
1.5,0.022387279933013336,0.005962169927373232,0.1290665531481227
2.25,0.0077661986629760605,0.010209642043235104,0.12854058338791485
3.35,0.0014427772584966975,0.01893815219614971,0.12991758018904426
